[OK],montecarlo.PiMultiThreadBenchmark,3,6.944,7.528,7.213,0.241,7.167,7.528,6.944,7.213
[OK],montecarlo.PiFuturesBenchmark,3,1717.891,2058.377,1888.189,139.003,1888.299,2058.377,1717.891,1888.189
