[OK],montecarlo.PiMultiThreadBenchmark,3,4.070,5.285,4.693,0.496,4.725,5.285,4.070,4.693
[OK],montecarlo.PiFuturesBenchmark,3,1243.964,1470.571,1374.107,95.528,1407.785,1470.571,1243.964,1374.107
